,file_number,direction,action,action_date,person_id,person_name,OfficeRecordFullName,District,vote_value,voted_yes,voted_no,aligned
634,Int 1657-2019,anti_vendor,Approved by Council,2019-10-17 13:30:00,7569,James G. Van Bramer,James G. Van Bramer,26,Affirmative,True,False,False
635,Int 1657-2019,anti_vendor,Approved by Council,2019-10-17 13:30:00,7637,I. Daneek Miller,I. Daneek Miller,27,Affirmative,True,False,False
636,Int 1657-2019,anti_vendor,Approved by Council,2019-10-17 13:30:00,7739,Adrienne E. Adams,Adrienne E. Adams,28,Affirmative,True,False,False
637,Int 1657-2019,anti_vendor,Approved by Council,2019-10-17 13:30:00,386,Karen Koslowitz,Karen Koslowitz,29,Affirmative,True,False,False
638,Int 1657-2019,anti_vendor,Approved by Council,2019-10-17 13:30:00,7746,Robert F. Holden,Robert F. Holden,30,Affirmative,True,False,False
639,Int 1657-2019,anti_vendor,Approved by Council,2019-10-17 13:30:00,7617,Donovan J. Richards,Donovan J. Richards,31,Affirmative,True,False,False
640,Int 1657-2019,anti_vendor,Approved by Council,2019-10-17 13:30:00,7510,Eric A. Ulrich,Eric A. Ulrich,32,Absent,False,False,False
641,Int 1657-2019,anti_vendor,Approved by Council,2019-10-17 13:30:00,7567,Stephen T. Levin,Stephen T. Levin,33,Affirmative,True,False,False
642,Int 1657-2019,anti_vendor,Approved by Council,2019-10-17 13:30:00,7638,Antonio Reynoso,Antonio Reynoso,34,Affirmative,True,False,False
643,Int 1657-2019,anti_vendor,Approved by Council,2019-10-17 13:30:00,7628,Laurie A. Cumbo,Laurie A. Cumbo,35,Affirmative,True,False,False
644,Int 1657-2019,anti_vendor,Approved by Council,2019-10-17 13:30:00,7604,"Robert E. Cornegy, Jr.","Robert E. Cornegy, Jr.",36,Affirmative,True,False,False
645,Int 1657-2019,anti_vendor,Approved by Council,2019-10-17 13:30:00,7630,"Rafael L. Espinal, Jr.","Rafael L. Espinal, Jr.",37,Affirmative,True,False,False
646,Int 1657-2019,anti_vendor,Approved by Council,2019-10-17 13:30:00,7636,Carlos Menchaca,Carlos Menchaca,38,Affirmative,True,False,False
647,Int 1657-2019,anti_vendor,Approved by Council,2019-10-17 13:30:00,7566,Brad S. Lander,Brad S. Lander,39,Affirmative,True,False,False
648,Int 1657-2019,anti_vendor,Approved by Council,2019-10-17 13:30:00,7113,Mathieu Eugene,Mathieu Eugene,40,Affirmative,True,False,False
649,Int 1657-2019,anti_vendor,Approved by Council,2019-10-17 13:30:00,7747,Alicka Ampry-Samuel ,Alicka Ampry-Samuel ,41,Affirmative,True,False,False
650,Int 1657-2019,anti_vendor,Approved by Council,2019-10-17 13:30:00,7623,Inez D. Barron,Inez D. Barron,42,Affirmative,True,False,False
651,Int 1657-2019,anti_vendor,Approved by Council,2019-10-17 13:30:00,7748,Justin L. Brannan,Justin L. Brannan,43,Affirmative,True,False,False
652,Int 1657-2019,anti_vendor,Approved by Council,2019-10-17 13:30:00,7749,Kalman Yeger ,Kalman Yeger ,44,Affirmative,True,False,False
653,Int 1657-2019,anti_vendor,Approved by Council,2019-10-17 13:30:00,7785,Farah N. Louis,Farah N. Louis,45,Affirmative,True,False,False
654,Int 1657-2019,anti_vendor,Approved by Council,2019-10-17 13:30:00,7635,Alan N. Maisel,Alan N. Maisel,46,Medical,False,False,False
655,Int 1657-2019,anti_vendor,Approved by Council,2019-10-17 13:30:00,7641,Mark Treyger,Mark Treyger,47,Affirmative,True,False,False
656,Int 1657-2019,anti_vendor,Approved by Council,2019-10-17 13:30:00,7629,Chaim M. Deutsch,Chaim M. Deutsch,48,Affirmative,True,False,False
657,Int 1657-2019,anti_vendor,Approved by Council,2019-10-17 13:30:00,7568,Deborah L. Rose,Deborah L. Rose,49,Affirmative,True,False,False
658,Int 1657-2019,anti_vendor,Approved by Council,2019-10-17 13:30:00,5953,Steven Matteo,Steven Matteo,50,Affirmative,True,False,False
659,Int 1657-2019,anti_vendor,Approved by Council,2019-10-17 13:30:00,7264,Joseph C. Borelli,Joseph C. Borelli,51,Affirmative,True,False,False
